Region,C09-Work Indicator,C10-Job Indicator,"C11 - Location of Work (Province, Municipality)",C13-Major Occupation Group,C15-Major Industry Group,C16-Nature of Employment (Primary Occupation),C21-Class of Worker (Primary Occupation)
6,1,52,47,1,5,15,15
6,3,93,47,1,5,30,30
6,3,52,47,1,7,42,42
6,1,94,56,1,8,56,56
6,1,61,1,1,4,12,12
6,1,92,1,2,4,12,12
6,1,93,47,2,8,56,56
6,1,52,47,1,10,70,70
6,1,52,47,1,5,15,15
6,3,14,56,1,6,35,35
6,1,44,78,2,8,5,48
6,3,94,56,2,4,20,20
6,1,12,68,1,2,10,10
6,1,75,95,2,4,28,28
6,1,52,47,1,8,40,54
6,1,52,47,1,9,45,45
6,1,93,47,2,5,10,10
6,1,11,84,1,8,40,40
6,1,52,47,1,8,48,48
6,1,96,53,1,8,48,48
6,1,52,47,2,6,42,42
6,1,52,47,1,10,30,30
6,1,51,56,2,6,12,12
6,1,52,47,1,6,24,24
6,1,93,47,2,10,60,60
6,1,73,16,1,8,40,40
6,1,73,16,1,8,40,40
6,1,62,3,1,6,18,18
6,1,93,47,2,8,16,16
6,1,93,41,3,8,32,32
6,1,91,96,1,8,48,48
6,1,93,41,3,8,48,48
6,1,83,49,1,8,32,32
6,1,51,92,2,8,56,56
6,1,51,92,1,8,40,40
6,1,91,96,2,8,32,32
6,1,61,1,1,4,28,35
6,1,33,86,1,8,48,48
6,1,61,1,1,2,14,30
6,1,54,84,1,8,8,20
6,1,52,47,1,10,70,70
6,1,41,84,2,8,40,40
6,1,93,47,2,1,5,5
6,1,92,1,2,8,48,48
6,1,83,49,1,8,32,32
6,1,61,1,1,6,42,42
6,1,61,1,1,3,21,21
6,1,54,80,2,4,32,32
6,3,52,47,1,10,70,70
6,1,96,36,1,8,48,48
6,1,61,1,1,3,21,21
6,1,96,36,2,8,48,48
6,1,74,43,1,3,24,24
6,1,61,1,1,6,42,42
6,1,72,45,1,7,42,42
6,1,52,47,1,8,42,42
6,1,93,47,1,6,36,36
6,1,51,96,1,8,56,56
6,1,52,47,1,8,48,48
6,1,93,47,2,6,42,42
6,1,52,45,2,8,48,48
6,1,22,86,1,8,48,48
6,1,24,85,1,8,40,40
6,1,32,86,1,8,40,40
6,1,52,47,1,8,40,40
6,1,52,47,2,5,25,35
6,1,22,86,1,8,40,60
6,1,22,86,1,3,18,18
6,1,96,47,1,8,48,48
6,1,93,47,1,6,36,36
6,1,52,47,1,6,36,36
6,1,52,47,1,8,48,48
6,1,93,47,2,6,42,42
6,1,52,47,2,8,40,40
6,1,94,56,1,8,32,32
6,1,83,49,1,10,60,60
6,1,96,84,2,8,48,48
6,1,91,96,2,8,8,8
6,1,91,96,2,8,8,8
6,1,51,51,1,8,40,40
6,1,33,64,1,8,48,48
6,1,26,88,1,8,32,32
6,1,61,1,1,8,24,24
6,1,21,42,1,8,56,56
6,1,51,96,1,8,56,56
6,1,93,47,2,6,42,42
6,1,52,47,1,8,56,56
6,1,52,47,2,8,48,48
6,1,83,49,1,8,40,40
6,1,83,49,1,6,42,42
6,1,11,84,1,8,16,30
6,1,93,41,1,8,48,48
6,1,93,41,1,8,48,48
6,1,51,96,1,8,48,48
6,1,93,41,3,8,48,48
6,1,61,1,1,2,14,14
6,1,92,1,2,1,6,6
6,1,93,41,2,8,24,30
6,1,83,49,1,8,32,32
6,1,23,85,1,8,40,40
6,1,75,14,1,8,16,16
6,1,11,84,1,8,8,20
6,1,93,41,1,8,40,40
6,1,13,31,1,8,56,56
6,1,61,1,1,3,21,21
6,1,41,85,2,8,40,40
6,1,91,81,1,8,40,40
6,1,23,85,1,8,40,40
6,1,61,1,1,8,48,48
6,1,41,86,2,8,40,40
6,1,61,1,1,6,42,42
6,1,61,1,2,3,21,21
6,1,33,84,1,8,40,40
6,1,71,45,1,8,48,48
6,1,93,41,2,8,48,48
6,1,53,96,2,8,48,48
6,1,23,84,1,8,40,40
6,1,75,10,2,8,56,56
6,3,52,47,1,5,35,35
6,1,93,41,2,8,48,48
6,3,93,47,2,3,21,21
6,1,92,1,3,8,40,40
6,1,93,25,2,8,48,48
6,1,61,1,1,5,30,30
6,1,52,47,1,8,56,56
6,1,23,84,1,8,40,40
6,1,71,43,1,8,48,48
6,3,52,47,1,6,42,42
6,1,52,47,2,12,72,72
6,1,93,41,2,8,48,48
6,1,33,46,2,12,72,72
6,1,91,96,3,8,40,56
6,1,61,1,1,6,42,42
6,1,92,1,1,4,28,28
6,1,83,49,1,8,56,56
6,1,83,49,1,8,56,56
6,1,61,1,2,6,42,42
6,1,72,25,1,8,40,40
6,1,71,41,3,8,48,48
6,1,71,43,3,8,48,48
6,1,71,43,3,8,48,48
6,1,61,1,1,5,35,35
6,1,23,84,1,8,40,40
6,1,61,1,1,8,40,40
6,1,92,1,3,8,56,56
6,1,92,1,3,6,42,42
6,1,92,1,3,7,14,14
6,1,61,1,1,6,42,42
6,1,92,1,1,4,28,28
6,1,41,84,2,8,40,40
6,1,93,41,2,8,48,48
6,1,92,1,3,8,40,40
6,1,61,1,1,6,42,42
6,1,92,1,1,5,30,30
6,1,92,1,1,5,35,35
6,1,61,1,1,7,49,49
6,1,96,84,2,8,40,40
6,1,61,1,1,8,48,48
6,1,92,1,1,5,30,30
6,1,92,1,2,5,10,10
6,1,92,1,2,5,10,10
6,1,61,1,1,6,42,42
6,1,93,41,2,8,48,48
6,1,61,1,1,2,6,30
6,1,52,47,2,8,40,40
6,1,91,96,1,8,8,8
6,1,14,56,1,10,70,70
6,1,14,46,1,10,70,70
6,1,93,8,2,9,63,63
6,1,83,49,1,9,36,36
6,1,51,56,1,8,48,48
6,1,52,56,2,8,56,56
6,1,52,47,1,10,70,70
6,1,52,47,2,1,2,2
6,1,83,49,1,6,30,30
6,1,61,1,1,2,8,16
6,1,91,96,1,9,54,54
6,1,61,1,1,1,3,20
6,1,91,96,3,5,15,15
6,1,71,43,3,8,8,8
6,1,61,1,1,2,6,6
6,1,62,3,1,6,36,36
6,1,52,47,1,8,56,56
6,1,91,96,1,8,40,40
6,1,91,96,1,8,40,40
6,1,62,3,1,5,30,30
6,1,92,3,2,5,30,30
6,1,92,3,3,6,30,30
6,1,63,3,1,3,18,18
6,1,92,3,3,6,30,30
6,1,62,3,1,6,36,36
6,1,92,3,2,6,18,18
6,1,92,3,2,6,12,12
6,1,62,3,1,6,36,36
6,1,52,47,1,8,56,56
6,1,92,3,3,5,30,30
6,1,62,3,1,4,20,20
6,1,33,84,1,8,40,40
6,1,92,3,3,8,48,48
6,1,63,3,1,5,30,30
6,1,92,3,3,6,36,36
6,1,62,3,1,6,36,36
6,1,92,3,2,6,36,36
6,1,62,3,1,6,36,48
6,1,61,1,1,4,28,28
6,1,62,3,1,6,30,30
6,1,61,1,1,6,30,45
6,1,92,3,3,8,40,40
6,1,52,47,1,8,56,56
6,1,62,3,1,6,36,36
6,1,62,3,1,6,36,36
6,1,52,47,1,10,70,70
6,1,62,3,1,5,20,20
6,1,52,47,1,8,56,56
6,1,52,47,1,10,70,70
6,1,62,3,1,6,18,18
6,1,92,3,2,6,30,30
6,1,92,3,2,6,12,12
6,1,92,3,3,8,48,48
6,1,52,47,1,7,49,49
6,1,83,49,1,6,42,42
6,1,63,3,1,5,20,20
6,1,62,3,1,6,36,36
6,1,92,3,1,5,20,20
6,1,62,3,1,6,36,36
6,1,62,3,1,6,36,36
6,1,92,3,2,5,15,15
6,1,62,3,1,6,36,36
6,1,91,96,3,5,20,20
6,1,62,3,1,6,36,36
6,1,62,3,1,5,30,30
6,1,92,3,1,5,30,30
6,1,63,3,1,3,15,15
6,1,62,3,1,6,36,36
6,1,63,3,1,3,9,9
6,1,92,3,3,8,40,40
6,1,93,41,3,8,48,48
6,1,92,3,3,6,36,36
6,1,91,96,1,8,40,40
6,1,52,47,1,8,56,56
6,1,52,47,1,8,56,56
6,1,52,47,1,8,56,56
6,1,23,85,1,8,40,40
6,1,23,85,1,8,40,40
6,1,21,35,1,8,48,48
6,1,23,85,1,8,40,40
6,1,52,47,1,10,70,70
6,1,83,49,1,6,42,42
6,1,52,47,1,8,56,56
6,1,14,56,1,8,56,56
6,1,52,56,1,8,56,56
6,1,51,56,1,8,48,48
6,1,23,85,1,8,40,40
6,1,13,3,1,5,10,35
6,1,26,94,1,8,40,40
6,1,96,84,2,8,40,40
6,1,92,3,1,10,70,70
6,1,92,3,2,10,70,70
6,1,41,53,1,8,48,48
6,1,13,3,1,3,9,39
6,1,13,3,1,4,8,28
6,1,51,56,1,8,48,48
6,1,91,96,1,8,56,56
6,1,71,43,3,8,16,16
6,1,92,3,1,10,70,70
6,1,13,3,1,5,5,30
6,1,11,85,1,8,40,40
6,1,91,96,1,10,70,70
6,1,93,41,1,8,48,48
6,1,52,47,1,9,63,63
6,1,52,47,1,9,18,18
6,1,83,49,1,10,70,70
6,1,91,96,1,7,7,7
6,1,51,56,2,8,48,48
6,1,13,3,1,3,9,38
6,1,33,47,1,9,63,63
6,1,91,96,1,10,70,70
6,1,13,3,1,8,16,16
6,1,92,3,1,10,70,70
6,1,52,56,2,5,25,25
6,1,54,84,1,8,48,48
6,1,92,3,1,9,63,63
6,1,23,85,1,8,40,40
6,2,23,85,2,5,25,25
6,1,83,49,2,2,2,2
6,1,52,86,1,8,44,44
6,1,93,49,1,7,35,45
6,1,52,47,2,8,32,32
6,1,52,47,1,10,70,70
6,1,93,49,1,7,49,51
6,1,83,43,1,8,48,48
6,1,71,41,2,8,40,40
6,1,83,49,1,7,49,49
6,1,63,3,1,4,8,8
6,3,52,47,1,12,84,84
6,1,52,47,1,10,70,70
6,1,83,49,1,9,63,63
6,1,92,3,1,8,56,56
6,1,75,47,1,1,7,7
6,1,52,47,1,8,56,56
6,1,26,94,1,3,9,9
6,1,23,85,2,6,30,30
6,1,52,47,1,4,12,12
6,1,43,64,1,8,40,48
6,1,52,47,1,8,56,56
6,1,93,10,2,8,48,48
6,1,71,41,2,8,48,48
6,1,32,84,2,8,8,8
6,1,93,47,1,5,25,35
6,1,52,47,1,14,70,70
6,1,52,47,1,6,36,36
6,1,52,47,1,8,16,16
6,1,83,49,2,8,24,24
6,1,53,84,1,4,20,20
6,1,53,96,1,10,70,70
6,1,83,49,1,14,98,98
6,1,51,56,2,8,40,40
6,1,11,84,1,8,8,8
6,1,42,92,1,8,56,56
6,3,93,47,1,6,42,42
6,3,52,47,1,12,84,84
6,1,52,46,1,8,48,48
6,1,94,56,1,8,40,40
6,1,34,74,2,4,4,4
6,1,51,56,2,8,8,8
6,1,14,56,1,11,77,77
6,1,94,56,1,9,63,63
6,1,51,56,1,5,10,10
6,1,51,56,1,3,6,6
6,1,93,41,3,8,48,56
6,1,52,47,1,10,70,70
6,1,52,46,1,8,24,24
6,1,93,47,2,1,7,7
6,1,34,93,2,6,12,12
6,1,91,96,3,3,3,3
6,1,71,43,3,8,48,48
6,1,51,96,1,2,8,8
6,1,92,3,1,8,48,48
6,1,93,28,1,8,48,48
6,1,93,28,1,8,48,48
6,1,51,56,2,9,63,63
6,1,94,56,2,8,16,16
6,1,96,53,1,8,48,48
6,1,51,56,2,8,40,40
6,1,42,64,1,8,40,40
6,1,52,46,1,8,48,48
6,1,41,84,1,8,40,40
6,1,62,3,1,5,25,25
6,1,14,56,1,8,56,56
6,1,94,56,2,5,5,5
6,1,94,56,1,8,40,40
6,1,23,85,1,8,40,40
6,1,41,84,1,8,40,40
6,2,52,47,1,7,49,49
6,1,91,96,1,7,42,42
6,1,93,52,1,8,48,48
6,1,91,96,1,11,66,66
6,1,93,41,1,8,48,56
6,1,93,49,1,8,48,48
6,1,52,45,1,8,48,48
6,1,93,41,2,8,48,48
6,1,93,41,1,8,48,48
6,1,93,41,2,8,48,48
6,1,53,84,2,8,40,40
6,1,12,69,1,8,40,40
6,1,51,96,1,10,70,70
6,1,93,47,1,9,63,63
6,1,93,47,2,7,49,49
6,1,52,47,1,11,77,77
6,1,52,10,2,8,48,48
6,3,93,47,1,4,28,28
6,3,52,47,1,15,105,105
6,1,11,84,1,8,56,56
6,1,53,84,2,8,40,40
6,1,52,47,1,8,56,56
6,2,42,82,1,8,40,40
6,1,52,47,1,8,40,40
6,1,51,78,2,8,56,56
6,1,34,74,1,4,12,12
6,1,83,49,1,10,70,70
6,1,93,41,3,8,48,48
6,1,54,84,1,8,40,40
6,1,93,49,1,10,70,70
6,3,52,47,1,15,105,105
6,1,83,53,1,8,56,56
6,1,83,49,1,7,42,42
6,3,52,47,1,14,98,98
6,3,93,47,1,2,4,4
6,3,93,47,1,1,7,7
6,3,52,47,1,12,84,84
6,1,93,41,3,8,48,48
6,1,53,96,1,4,28,40
6,1,93,49,1,7,49,49
6,1,52,47,1,8,48,48
6,1,93,41,1,8,48,48
6,1,72,33,2,8,48,48
6,1,93,47,1,13,91,91
6,1,93,47,2,8,16,16
6,1,54,80,1,8,48,48
6,1,41,35,1,8,48,48
6,1,12,86,1,8,40,40
6,1,72,41,1,8,48,48
6,1,83,49,1,10,70,70
6,1,91,96,1,11,77,77
6,2,42,82,1,8,40,40
6,1,73,18,1,8,48,48
6,1,71,43,3,8,48,48
6,1,61,1,1,4,28,28
6,1,52,47,2,7,49,49
6,1,92,1,1,4,28,28
6,1,41,84,1,8,40,40
6,2,42,82,1,8,40,40
6,1,93,47,1,10,70,70
6,1,93,47,1,8,56,56
6,1,41,84,1,8,40,40
6,1,93,47,1,5,35,35
6,1,93,47,1,4,28,28
6,1,52,47,1,15,105,105
6,1,73,18,1,8,48,48
6,1,73,18,1,8,48,48
6,1,52,47,1,8,48,48
6,1,73,18,1,3,18,18
6,1,34,74,1,8,48,48
6,3,52,47,1,15,105,105
6,3,93,47,1,10,70,70
6,2,23,85,1,8,48,48
6,3,93,47,1,9,63,63
6,1,12,55,1,2,14,14
6,1,41,84,1,8,40,40
6,1,33,84,1,8,40,40
6,1,33,65,2,8,48,48
6,1,91,96,1,9,63,63
6,1,91,96,1,13,78,78
6,1,11,84,1,8,56,70
6,1,22,86,1,12,72,72
6,1,91,96,1,14,84,84
6,1,23,85,1,8,40,40
6,1,93,49,1,9,63,63
6,1,22,86,1,8,40,40
6,1,22,86,1,8,40,40
6,1,51,56,1,8,48,48
6,1,44,85,2,2,10,10
6,3,14,55,1,7,49,49
6,1,61,1,1,8,56,56
6,2,44,82,1,8,40,40
6,1,41,65,1,8,48,48
6,1,23,85,1,8,40,40
6,1,54,84,1,8,48,48
6,1,21,84,1,8,40,40
6,1,41,86,1,8,48,48
6,1,83,49,1,9,63,63
6,3,52,47,1,11,77,77
6,3,93,47,1,15,105,105
6,2,42,82,2,8,40,50
6,3,93,47,1,6,42,42
6,2,42,82,2,8,48,48
6,1,41,84,2,8,40,40
6,1,33,84,1,8,40,40
6,3,93,47,1,9,63,63
6,3,52,47,1,16,112,112
6,1,52,46,1,8,56,56
6,1,41,84,1,8,40,40
6,1,23,85,1,8,16,16
6,1,54,84,1,8,40,40
6,1,52,47,1,9,63,63
6,3,52,47,1,15,105,105
6,1,32,47,1,8,40,52
6,3,93,47,1,7,49,49
6,1,53,84,2,8,48,48
6,1,52,47,1,7,49,49
6,1,75,14,1,5,10,24
6,1,52,47,2,2,4,4
6,1,71,41,1,8,48,48
6,3,52,47,1,14,98,98
6,1,83,49,2,10,70,70
6,3,93,47,1,8,48,48
6,3,93,47,2,5,35,35
6,1,52,47,2,9,54,54
6,1,52,47,2,7,42,42
6,1,93,41,1,8,48,48
6,1,93,49,1,7,42,42
6,1,12,55,1,1,7,7
6,1,61,1,2,6,12,12
6,1,24,84,1,8,40,40
6,1,51,56,1,8,48,48
6,1,73,43,1,8,48,56
6,1,52,56,1,8,48,48
6,1,11,84,1,8,40,40
6,1,41,84,1,8,40,40
6,1,12,11,1,8,48,48
6,2,42,82,1,8,40,40
6,1,41,84,2,8,40,48
6,1,52,47,1,14,98,98
6,1,26,84,2,8,40,44
6,1,41,84,1,8,40,46
6,3,93,47,2,4,8,8
6,3,32,96,1,3,21,21
6,1,52,47,1,13,91,91
6,1,41,84,2,8,40,40
6,1,93,47,2,6,42,42
6,1,93,47,2,9,18,18
6,1,43,55,2,8,56,56
6,1,93,47,1,8,56,64
6,1,52,47,1,14,98,110
6,1,93,47,2,2,8,8
6,1,83,49,1,5,20,20
6,1,93,47,2,3,6,6
6,1,52,47,1,5,35,77
6,1,94,47,1,1,7,7
6,1,23,85,2,12,72,72
6,1,74,43,1,6,18,46
6,3,52,47,1,13,91,91
6,2,52,47,2,7,49,49
6,1,41,53,1,8,56,56
6,2,42,82,1,8,40,40
6,1,52,47,1,8,56,56
6,1,94,47,1,4,28,28
6,1,94,47,1,2,14,14
6,1,52,47,1,11,77,77
6,1,51,96,1,8,48,48
6,1,31,10,1,8,40,40
6,3,52,47,1,10,60,60
6,1,52,47,1,9,45,45
6,1,41,20,1,8,48,48
6,1,52,47,1,12,84,89
6,1,42,82,1,8,40,40
6,1,93,47,1,5,35,35
6,1,52,47,1,12,84,84
6,1,54,80,1,10,60,65
6,1,91,96,2,4,8,8
6,1,92,1,1,2,2,2
6,1,61,1,1,3,21,21
6,1,54,84,1,8,40,40
6,1,93,10,2,8,48,48
6,1,61,1,1,5,35,35
6,1,52,47,1,11,77,77
6,1,93,47,1,2,14,14
6,1,72,8,1,8,48,48
6,1,52,47,1,10,70,70
6,1,53,96,1,12,72,78
6,1,96,46,1,6,36,36
6,1,96,46,1,6,36,36
6,1,61,1,1,4,28,28
6,1,91,96,1,8,8,8
6,2,42,82,2,8,48,48
6,1,71,41,2,8,48,48
6,1,32,84,1,8,40,40
6,1,42,86,1,8,40,40
6,1,52,47,1,10,70,70
6,1,51,84,1,2,10,10
6,1,93,41,2,8,48,48
6,1,52,47,1,13,91,91
6,1,1,84,1,8,56,56
6,1,93,41,2,8,16,16
6,1,52,47,1,11,55,62
6,1,52,47,1,12,60,60
6,1,61,1,1,2,14,14
6,1,23,85,1,8,40,40
6,1,42,82,2,8,40,40
6,1,83,49,1,8,56,56
6,1,11,84,1,8,8,8
6,1,93,41,2,8,48,56
6,1,93,41,2,8,48,48
6,1,11,84,1,8,40,40
6,1,11,84,1,8,8,24
6,1,43,47,2,8,16,36
6,1,52,46,1,8,48,48
6,1,52,47,1,13,91,91
6,1,93,47,2,5,10,10
6,1,71,41,1,8,48,48
6,1,92,1,2,2,4,4
6,1,54,80,1,8,56,56
6,1,92,1,2,8,40,40
6,1,75,10,1,3,12,12
6,1,92,1,2,8,16,16
6,1,92,1,2,8,56,56
6,1,96,46,1,8,48,48
6,1,61,1,1,4,12,12
6,1,41,61,1,8,48,48
6,1,92,1,2,8,56,60
6,1,53,96,1,11,55,55
6,1,61,1,1,2,10,10
6,1,93,41,2,8,48,50
6,1,61,1,1,8,56,60
6,1,61,1,1,4,28,28
6,1,92,1,2,2,2,2
6,1,41,84,1,8,40,40
6,1,96,84,1,8,48,48
6,1,52,47,2,10,70,70
6,1,61,1,1,6,42,42
6,1,52,45,1,8,48,48
6,1,91,96,2,10,20,20
6,1,93,41,2,8,24,24
6,1,61,1,1,8,56,56
6,1,92,1,2,6,6,6
6,1,53,84,2,8,8,8
6,1,52,47,2,8,40,40
6,1,61,1,1,2,4,4
6,1,61,1,1,10,70,70
6,1,61,1,2,6,24,24
6,1,92,1,2,8,24,24
6,1,92,1,2,8,8,8
6,1,92,1,2,8,8,8
6,1,61,1,1,5,10,50
6,1,92,1,2,5,10,10
6,1,52,47,2,8,48,48
6,1,92,1,2,8,24,24
6,1,61,1,1,3,12,12
6,3,52,47,1,13,91,91
6,1,61,1,1,3,6,6
6,1,23,85,1,8,40,40
6,1,61,1,1,1,7,7
6,1,92,1,2,3,3,3
6,1,92,1,2,4,12,12
6,1,61,1,1,6,24,48
6,1,93,47,2,5,15,15
6,1,52,47,2,12,60,60
6,1,23,85,1,8,40,40
6,1,93,47,2,5,35,35
6,1,92,1,2,7,21,21
6,1,23,85,1,8,40,45
6,1,23,85,1,8,40,40
6,1,61,1,1,2,14,14
6,1,61,1,1,2,10,10
6,1,23,85,1,8,40,40
6,1,52,47,2,12,60,60
6,1,75,14,1,8,48,48
6,1,91,96,1,10,70,70
6,1,91,96,1,10,70,70
6,1,61,1,1,6,42,54
6,1,61,1,1,2,14,14
6,1,23,85,1,8,40,40
6,1,52,47,1,12,72,72
6,1,93,47,1,10,70,70
6,1,61,1,1,4,8,10
6,1,61,1,1,2,14,14
6,1,92,1,2,4,20,20
6,1,92,1,2,8,56,56
6,1,61,1,1,2,14,14
6,1,61,1,1,5,25,25
6,1,53,84,1,4,20,20
6,1,93,10,2,4,12,12
6,1,93,41,2,8,48,48
6,1,83,10,1,4,12,12
6,1,61,1,1,3,21,21
6,1,93,41,2,8,8,8
6,1,14,47,1,3,12,12
6,1,54,84,1,8,48,48
6,1,24,84,2,8,40,40
6,1,33,84,1,8,40,40
6,1,61,1,1,8,16,16
6,1,13,1,1,6,18,18
6,1,23,85,1,8,40,40
6,1,52,47,1,5,35,50
6,1,33,11,1,8,48,48
6,2,42,82,1,8,40,40
6,2,42,82,2,8,40,40
6,1,52,47,1,10,60,60
6,1,52,47,1,8,48,48
6,1,52,56,1,8,48,48
6,1,42,82,1,8,48,48
6,1,93,49,1,8,48,48
6,1,91,96,1,10,60,60
6,1,93,41,2,10,60,60
6,1,52,47,1,8,48,48
6,1,93,41,2,10,60,60
6,1,52,56,1,8,48,48
6,1,83,49,1,8,48,48
6,1,93,49,1,8,48,48
6,1,83,49,1,10,60,60
6,1,91,96,1,6,18,18
6,1,83,53,1,10,60,60
6,1,52,47,1,8,48,48
6,1,83,86,1,8,48,48
6,1,41,84,1,8,40,40
6,1,54,84,2,8,40,48
6,1,52,47,1,8,56,56
6,1,42,92,1,6,42,60
6,1,91,96,1,5,10,10
6,2,42,82,1,8,40,40
6,1,54,84,2,8,40,61
6,1,93,41,2,8,16,16
6,1,95,47,1,4,16,16
6,1,54,84,2,8,40,40
6,1,93,49,1,8,56,56
6,1,93,41,2,8,48,48
6,1,93,41,2,8,48,48
6,1,52,47,1,3,15,15
6,1,52,47,1,1,2,2
6,1,52,47,2,8,56,56
6,1,96,84,2,5,35,49
6,1,24,68,2,8,40,45
6,1,53,86,2,12,36,40
6,1,42,82,1,8,40,40
6,3,33,68,1,2,4,24
6,1,51,96,1,8,56,56
6,1,52,47,1,8,48,48
6,1,52,47,1,8,48,48
6,1,52,47,1,10,60,60
6,1,52,47,1,8,48,48
6,1,52,47,1,8,48,48
6,1,32,96,1,2,14,14
6,1,52,47,1,8,48,48
6,1,52,47,1,6,42,42
6,1,93,47,1,6,42,42
6,1,96,53,1,10,60,60
6,1,42,55,1,8,48,48
6,1,93,49,1,8,48,48
6,1,91,96,1,10,60,60
6,1,22,86,1,8,48,48
6,1,22,47,1,8,48,48
6,1,83,49,1,8,48,48
6,1,52,47,1,10,60,60
6,1,43,84,1,8,40,40
6,1,42,82,1,8,48,48
6,1,93,47,2,3,18,18
6,1,93,47,1,2,12,12
6,1,91,96,1,8,48,48
6,1,51,84,2,8,48,48
6,1,52,47,1,8,48,48
6,1,96,84,2,4,24,24
6,1,52,47,1,10,60,60
6,1,93,41,1,10,60,60
6,1,14,47,1,8,48,48
6,1,43,47,1,8,48,48
6,1,54,84,1,8,48,48
6,1,83,49,1,10,60,60
6,1,32,84,1,8,24,24
6,1,52,56,1,8,48,48
6,1,52,47,1,8,40,48
6,1,93,47,1,3,15,15
6,1,41,84,1,8,40,40
6,1,52,47,1,10,60,60
6,1,93,47,1,5,30,30
6,1,51,56,1,8,48,48
6,1,52,47,1,8,48,48
6,1,91,96,1,5,15,15
6,1,41,86,1,8,48,48
6,1,42,92,1,6,30,30
6,1,83,49,1,10,60,60
6,1,51,56,1,8,48,48
6,1,52,47,1,8,40,40
6,1,93,49,1,8,48,48
6,1,93,49,1,8,48,48
6,1,52,47,1,8,48,48
6,1,42,82,1,8,48,48
6,1,42,82,1,8,48,48
6,1,93,47,1,3,18,18
6,1,22,86,1,8,48,48
6,1,83,49,1,10,60,60
6,1,51,96,1,3,18,18
6,1,33,47,1,8,40,40
6,1,23,85,1,8,40,40
6,1,23,85,1,8,40,40
6,2,42,82,1,8,48,48
6,2,42,82,1,8,48,48
6,1,23,85,1,8,40,40
6,1,93,41,1,10,60,60
6,1,93,47,1,3,18,18
6,1,52,47,1,8,48,48
6,1,83,49,1,8,40,40
6,1,52,47,1,8,48,48
6,1,83,49,1,10,60,60
6,1,52,56,1,8,48,48
6,1,92,1,1,10,40,40
6,1,92,1,1,10,40,40
6,1,42,82,1,8,48,48
6,1,52,56,1,8,48,48
6,1,93,41,1,10,60,60
6,1,52,56,1,8,48,48
6,1,52,47,1,8,48,48
6,1,83,49,1,8,48,48
6,1,83,49,1,10,60,60
6,1,52,47,1,10,60,60
6,1,93,47,1,3,18,18
6,1,14,55,1,8,40,40
6,1,42,82,1,8,48,48
6,1,42,82,1,8,48,48
6,1,91,96,1,8,48,48
6,1,42,64,1,8,40,40
6,1,42,64,1,8,40,40
6,1,74,35,1,8,40,40
6,1,43,82,1,8,40,40
6,1,62,3,1,6,42,42
6,1,91,96,2,5,35,35
6,1,92,3,1,6,42,42
6,1,93,41,1,8,48,48
6,1,93,41,1,8,48,48
6,1,92,3,2,6,42,42
6,1,51,56,2,8,40,40
6,1,41,86,2,8,48,48
6,1,52,47,2,8,48,48
6,1,93,47,2,8,40,40
6,1,93,41,2,8,48,48
6,1,94,56,2,8,48,48
6,1,94,56,2,8,40,40
6,1,52,47,2,8,48,48
6,1,93,41,1,8,48,48
6,1,51,96,2,6,42,42
6,1,94,56,2,8,48,48
6,1,51,55,1,8,48,48
6,1,94,56,2,8,40,40
6,1,94,56,2,5,35,35
6,1,94,56,2,8,40,40
6,1,52,47,2,5,42,42
6,1,52,47,2,5,35,35
6,1,61,1,2,5,35,35
6,1,92,3,2,5,35,35
6,1,52,47,1,6,42,42
6,1,93,47,1,6,42,42
6,1,23,85,1,8,40,40
6,1,52,47,2,8,24,24
6,1,14,47,1,8,48,48
6,1,52,10,1,8,48,48
6,1,52,47,1,5,35,35
6,1,52,47,1,6,42,42
6,1,52,47,1,5,25,25
6,1,91,92,1,8,48,48
6,1,23,85,1,8,40,40
6,1,83,49,1,10,60,60
6,1,42,82,2,8,40,40
6,1,22,86,1,8,48,48
6,1,14,47,1,8,48,48
6,1,13,11,1,10,60,60
6,1,42,64,1,8,40,40
6,1,14,46,1,8,40,40
6,3,93,47,2,7,49,49
6,1,43,10,1,8,48,48
6,3,52,47,2,6,42,42
6,1,54,84,2,8,40,40
6,1,54,84,2,8,40,40
6,1,44,78,1,8,48,48
6,1,14,46,1,6,42,42
6,1,61,1,1,6,42,42
6,1,93,46,1,6,42,42
6,1,93,41,2,8,48,60
6,1,96,46,1,10,70,70
6,1,42,82,1,8,40,40
6,1,74,43,1,8,48,48
6,1,74,43,1,8,48,48
6,1,74,43,1,8,48,48
6,1,74,43,1,8,48,48
6,1,91,55,2,8,48,48
6,1,53,96,1,6,36,36
6,1,92,1,2,5,20,30
6,1,92,1,2,4,16,20
6,1,52,47,1,8,56,56
6,1,92,1,2,6,48,48
6,1,52,47,1,8,56,56
6,1,52,47,1,8,48,48
6,1,93,49,1,8,56,60
6,1,73,32,1,8,40,40
6,1,83,49,1,8,56,56
6,1,83,84,1,8,40,40
6,1,41,84,1,8,40,40
6,1,83,49,1,8,56,56
6,1,93,12,1,6,42,42
6,1,83,49,2,6,42,42
6,1,52,47,1,8,56,56
6,1,83,49,2,8,48,50
6,1,93,23,1,7,42,50
6,1,52,47,1,6,42,58
6,1,93,49,1,8,56,56
6,1,75,10,1,8,48,48
6,1,61,1,1,5,35,40
6,1,93,41,2,8,40,40
6,1,52,47,1,6,42,46
6,1,61,1,1,6,42,56
